,Team,Player,Event,X,Y
988,Boston Bolts U17,Normal,Blocked,85.0,49.0
989,Boston Bolts U17,Normal,Blocked,74.0,50.0
990,Boston Bolts U17,First Time,Goal,97.0,49.0
991,Boston Bolts U17,Volley,Shot,81.0,45.0
992,Boston Bolts U17,First Time,Shot,96.0,55.0
993,Boston Bolts U17,First Time,Shot,84.0,46.0
994,Boston Bolts U17,Normal,SOT,86.0,62.0
995,Boston Bolts U17,1 on 1,Goal,84.0,49.0
996,Boston Bolts U17,Normal,Shot,78.0,61.0
997,Boston Bolts U17,First Time,Shot,91.0,66.0
998,Boston Bolts U17,Normal,SOT,77.0,31.0
999,Boston Bolts U17,Normal,Blocked,78.0,58.0
1000,Boston Bolts U17,Normal,SOT,70.0,32.0
1001,Boston Bolts U17,Normal,Blocked,91.0,54.0
1002,Boston Bolts U17,Volley,Blocked,77.0,50.0
1003,Boston Bolts U17,Normal,Blocked,75.0,51.0
1004,Boston Bolts U17,1 on 1,SOT,92.0,44.0
1005,Boston Bolts U17,Normal,Shot,85.0,50.0
1006,Boston Bolts U17,Volley,Blocked,74.0,51.0
1007,Boston Bolts U17,Normal,SOT,79.0,41.0
1008,Boston Bolts U17,Normal,Shot,81.0,69.0
1009,Boston Bolts U17,First Time,SOT,80.0,42.0
1010,Boston Bolts U17,Normal,Blocked,75.0,58.0
1011,Boston Bolts U17,Normal,Blocked,79.0,53.0
1012,Boston Bolts U17,Normal,Blocked,91.0,28.0
1013,Boston Bolts U17,Normal,Shot,75.0,41.0
1014,Boston Bolts U17,Normal,SOT,98.0,32.0
1015,Boston Bolts U17,Volley,Shot,76.0,69.0
1016,Boston Bolts U17,Normal,SOT,94.0,30.0
1017,Boston Bolts U17,Volley,SOT,83.0,42.0
1018,Boston Bolts U17,Normal,Blocked,88.0,64.0
1019,Boston Bolts U17,First Time,Shot,82.0,51.0
1020,Boston Bolts U17,First Time,SOT,94.0,50.0
1021,Boston Bolts U17,1 on 1,Goal,98.0,48.0
1022,Boston Bolts U17,Normal,Goal,89.0,73.0
1023,Boston Bolts U13,1 on 1,Goal,86.0,49.0
1024,Boston Bolts U13,Normal,Shot,78.0,29.0
1025,Boston Bolts U13,Normal,Shot,85.0,58.0
1026,Boston Bolts U13,First Time,Shot,73.0,58.0
1027,Boston Bolts U13,1 on 1,Goal,94.0,54.0
1028,Boston Bolts U13,Normal,SOT,80.0,48.0
1029,Boston Bolts U13,Normal,Blocked,97.0,32.0
1030,Boston Bolts U13,Volley,Shot,79.0,42.0
1031,Boston Bolts U13,Normal,SOT,91.0,70.0
1032,Boston Bolts U13,Volley,Shot,87.0,57.0
1033,Boston Bolts U13,Volley,Blocked,95.0,32.0
1034,Boston Bolts U13,Volley,Shot,94.0,46.0
1035,Boston Bolts U13,Normal,Shot,83.0,55.0
1036,Boston Bolts U13,Normal,Goal,84.0,52.0
1037,Boston Bolts U13,First Time,Blocked,90.0,61.0
1038,Boston Bolts U13,Normal,Blocked,85.0,48.0
1039,Boston Bolts U13,Normal,Goal,84.0,29.0
1040,Boston Bolts U13,Normal,Shot,89.0,65.0
1041,Boston Bolts U13,Normal,SOT,88.0,71.0
1042,Boston Bolts U13,Normal,Shot,81.0,71.0
1043,Boston Bolts U13,First Time,Shot,81.0,54.0
1044,Boston Bolts U13,First Time,SOT,88.0,36.0
1045,Boston Bolts U13,First Time,Blocked,94.0,48.0
1046,Boston Bolts U13,First Time,SOT,96.0,65.0
1047,Boston Bolts U13,Normal,SOT,86.0,47.0
1048,Boston Bolts U13,Normal,Blocked,75.0,39.0
1049,Boston Bolts U13,Normal,SOT,89.0,29.0
1050,Boston Bolts U13,Volley,Goal,93.0,46.0
1051,Boston Bolts U13,Normal,Shot,95.0,69.0
1052,Boston Bolts U13,Normal,SOT,87.0,63.0
1053,Boston Bolts U13,First Time,Shot,93.0,48.0
1054,Boston Bolts U13,Normal,SOT,82.0,35.0
1055,Boston Bolts U13,Normal,Shot,79.0,67.0
1056,Boston Bolts U13,Normal,Shot,75.0,50.0
1057,Boston Bolts U13,Normal,Shot,79.0,43.0
1058,Boston Bolts U13,Normal,SOT,88.0,77.0
1059,Boston Bolts U13,Normal,SOT,84.0,36.0
1060,Boston Bolts U13,Normal,Goal,98.0,55.0
1061,Boston Bolts U13,Normal,SOT,87.0,71.0
1062,Boston Bolts U13,Normal,SOT,89.0,39.0
1063,Boston Bolts U13,Normal,Shot,74.0,28.0
1064,Boston Bolts U13,Normal,SOT,79.0,56.0
1065,Boston Bolts U13,Normal,Blocked,81.0,71.0
1066,Boston Bolts U13,Normal,Blocked,94.0,37.0
1067,Boston Bolts U13,Normal,Goal,93.0,53.0
1068,Boston Bolts U13,First Time,Goal,78.0,51.0
1069,Boston Bolts U13,1 on 1,Goal,89.0,42.0
1070,Boston Bolts U13,First Time,Shot,87.0,67.0
1071,Boston Bolts U13,First Time,Shot,89.0,38.0
1072,Boston Bolts U13,Normal,SOT,92.0,59.0
1073,Boston Bolts U13,First Time,Shot,95.0,46.0
1074,Boston Bolts U13,First Time,Shot,70.0,29.0
1075,Boston Bolts U13,Normal,SOT,80.0,50.0
1076,Boston Bolts U13,Normal,Blocked,92.0,74.0
1077,Boston Bolts U13,Normal,SOT,75.0,34.0
1078,Boston Bolts U13,Volley,SOT,77.0,45.0
1079,Boston Bolts U13,Normal,SOT,75.0,32.0
1080,Boston Bolts U13,1 on 1,Goal,94.0,51.0
1081,Boston Bolts U13,Normal,SOT,75.0,30.0
1082,Boston Bolts U13,Volley,SOT,93.0,46.0
1083,Boston Bolts U13,Volley,SOT,93.0,55.0
1084,Boston Bolts U13,Volley,Shot,83.0,37.0
1085,Boston Bolts U13,Normal,SOT,99.0,63.0
1086,Boston Bolts U13,Normal,Shot,82.0,57.0
1087,Boston Bolts U13,First Time,Blocked,83.0,58.0
1088,Boston Bolts U13,First Time,SOT,95.0,56.0
1089,Boston Bolts U13,First Time,Goal,94.0,50.0
1090,Boston Bolts U13,Normal,SOT,89.0,67.0
1091,Boston Bolts U13,First Time,SOT,95.0,44.0
1092,Boston Bolts U13,Normal,Shot,84.0,39.0
1093,Boston Bolts U13,First Time,SOT,87.0,40.0
1094,Boston Bolts U13,Volley,Shot,95.0,50.0
1095,Boston Bolts U13,First Time,Shot,79.0,61.0
1096,Boston Bolts U13,Normal,SOT,91.0,64.0
1097,Boston Bolts U13,1 on 1,Goal,95.0,47.0
1098,Boston Bolts U13,First Time,Shot,78.0,49.0
1099,Boston Bolts U13,Normal,Shot,85.0,47.0
1100,Boston Bolts U13,Volley,SOT,89.0,39.0
1101,Boston Bolts U13,1 on 1,Goal,95.0,45.0
1102,Boston Bolts U13,First Time,SOT,96.0,51.0
1103,Boston Bolts U13,First Time,Goal,95.0,46.0
1104,Boston Bolts U13,Normal,Goal,85.0,25.0
1105,Boston Bolts U13,Normal,Blocked,84.0,63.0
1106,Boston Bolts U13,Normal,Goal,94.0,71.0
1107,Boston Bolts U13,Normal,SOT,79.0,70.0
1108,Boston Bolts U13,Normal,Goal,88.0,50.0
1109,Boston Bolts U13,Normal,Goal,85.0,54.0
1110,Boston Bolts U13,Normal,Goal,95.0,48.0
1111,Boston Bolts U13,Normal,Blocked,73.0,62.0
1112,Boston Bolts U13,First Time,SOT,80.0,39.0
1113,Boston Bolts U13,First Time,Shot,94.0,54.0
1114,Boston Bolts U13,First Time,Goal,85.0,54.0
1115,Boston Bolts U13,First Time,Goal,95.0,45.0
1116,Boston Bolts U13,Volley,SOT,78.0,55.0
1117,Boston Bolts U13,First Time,Blocked,94.0,59.0
1118,Boston Bolts U13,Normal,SOT,78.0,33.0
1119,Boston Bolts U13,Normal,Blocked,90.0,48.0
1120,Boston Bolts U13,First Time,Goal,94.0,50.0
1121,Boston Bolts U13,Normal,Blocked,87.0,41.0
1122,Boston Bolts U13,Normal,Shot,67.0,55.0
1123,Boston Bolts U13,Normal,Goal,90.0,32.0
1124,Boston Bolts U13,Normal,SOT,75.0,35.0
1125,Boston Bolts U13,Normal,SOT,93.0,71.0
1126,Boston Bolts U13,Volley,Shot,75.0,58.0
1127,Boston Bolts U13,Volley,Blocked,81.0,63.0
1128,Boston Bolts U13,First Time,SOT,88.0,40.0
1129,Boston Bolts U13,Normal,Goal,85.0,44.0
1130,Boston Bolts U13,Normal,Shot,77.0,28.0
1131,Boston Bolts U13,Normal,Blocked,86.0,67.0
1132,Boston Bolts U13,First Time,Blocked,82.0,58.0
1133,Boston Bolts U13,Normal,Blocked,84.0,52.0
1134,Boston Bolts U16,Normal,SOT,67.66666666666666,31.375
1135,Boston Bolts U16,Normal,Blocked,71.08333333333333,55.25
1136,Boston Bolts U16,Normal,Shot,80.58333333333333,54.125
1137,Boston Bolts U16,Normal,Blocked,67.0,65.75
1138,Boston Bolts U16,Normal,SOT,81.58333333333334,62.5
1139,Boston Bolts U16,Normal,Blocked,86.08333333333333,48.375
1140,Boston Bolts U16,Normal,SOT,91.41666666666667,56.125
1141,Boston Bolts U16,Normal,SOT,86.66666666666667,15.75
1142,Boston Bolts U16,Normal,SOT,84.50000000000001,49.5
1143,Boston Bolts U16,Normal,SOT,81.5,64.875
1144,Boston Bolts U16,Normal,SOT,72.5,13.375
1145,Boston Bolts U16,Normal,Blocked,86.16666666666667,37.125
1146,Boston Bolts U16,Normal,SOT,64.33333333333334,14.25
1147,Boston Bolts U16,Normal,SOT,86.66666666666667,9.125
1148,Boston Bolts U16,Normal,Blocked,85.25,24.125
1149,Boston Bolts U16,Normal,Blocked,87.25,41.0
1150,Boston Bolts U16,Normal,Shot,79.83333333333333,22.25
1151,Boston Bolts U16,Normal,SOT,89.25,56.875
1152,Boston Bolts U16,Normal,Shot,63.66666666666667,43.0
1153,Boston Bolts U16,Normal,Shot,86.25,58.375
1154,Boston Bolts U16,Normal,Shot,91.16666666666667,70.5
1155,Boston Bolts U16,Normal,Blocked,93.66666666666667,51.75
1156,Boston Bolts U16,Normal,Shot,84.58333333333334,66.5
1157,Boston Bolts U16,Normal,Blocked,79.08333333333334,51.625
1158,Boston Bolts U16,Normal,Blocked,93.83333333333333,39.375
1159,Boston Bolts U16,Normal,Blocked,64.83333333333333,74.5
1160,Boston Bolts U16,Normal,Blocked,100.41666666666667,41.25
1161,Boston Bolts U16,Normal,SOT,68.16666666666667,7.375
1162,Boston Bolts U16,Normal,Shot,69.0,42.125
1163,Boston Bolts U16,Normal,SOT,84.58333333333333,62.75
1164,Boston Bolts U16,Normal,Shot,65.83333333333333,45.125
1165,Boston Bolts U16,Normal,SOT,84.58333333333333,43.25
1166,Boston Bolts U16,Normal,Shot,96.33333333333333,39.375
1167,Boston Bolts U16,Normal,Shot,84.16666666666667,35.875
